Profile Name,Title Description,Device,Playback Start Utc Ts,Country,Playtraces
Lil Jessie,"Black Mirror: Season 6: ""Loch Henry""",FireTV 4K Stick 2018,2023-06-19 02:33:21,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":75000},{""eventType"":""playing"",""sessionOffsetMs"":2812,""mediaOffsetMs"":75000},{""eventType"":""paused"",""sessionOffsetMs"":879390,""mediaOffsetMs"":951120},{""eventType"":""reposition"",""sessionOffsetMs"":879390,""mediaOffsetMs"":941463},{""eventType"":""playing"",""sessionOffsetMs"":887358,""mediaOffsetMs"":765840},{""eventType"":""paused"",""sessionOffsetMs"":2010732,""mediaOffsetMs"":1889200},{""eventType"":""reposition"",""sessionOffsetMs"":2010732,""mediaOffsetMs"":1879282},{""eventType"":""playing"",""sessionOffsetMs"":2011688,""mediaOffsetMs"":1888994},{""eventType"":""paused"",""sessionOffsetMs"":2011916,""mediaOffsetMs"":1890050},{""eventType"":""reposition"",""sessionOffsetMs"":2016270,""mediaOffsetMs"":1780000},{""eventType"":""playing"",""sessionOffsetMs"":2017021,""mediaOffsetMs"":1778400},{""eventType"":""paused"",""sessionOffsetMs"":3455355,""mediaOffsetMs"":3216250},{""eventType"":""stopped"",""sessionOffsetMs"":3456787,""mediaOffsetMs"":3216651}]"
Lil Jessie,Black Mirror: Season 1_hook_primary_16x9,FireTV 4K Stick 2018,2023-06-19 02:33:16,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":6915,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":10201,""mediaOffsetMs"":2647},{""eventType"":""stopped"",""sessionOffsetMs"":11683,""mediaOffsetMs"":3178}]"
Lil Jessie,Black Mirror: Season 1_hook_primary_16x9,FireTV 4K Stick 2018,2023-06-19 02:33:12,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2586,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":5101,""mediaOffsetMs"":1115},{""eventType"":""stopped"",""sessionOffsetMs"":6647,""mediaOffsetMs"":1595}]"
Lil Jessie,Never Have I Ever: Season 1 PVS Trailer A,FireTV 4K Stick 2018,2023-06-19 02:33:10,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2004,""mediaOffsetMs"":0}]"
Lil Jessie,Suits: Season 1_hook_primary_16x9,FireTV 4K Stick 2018,2023-06-19 02:33:08,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":8416293,""mediaOffsetMs"":0}]"
Lil Jessie,"Black Mirror: Season 6: ""Loch Henry""",Apple iPhone SE 3rd Gen iPhone,2023-06-18 21:28:33,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":10403},{""eventType"":""playing"",""sessionOffsetMs"":333,""mediaOffsetMs"":10403},{""eventType"":""paused"",""sessionOffsetMs"":66538,""mediaOffsetMs"":76502}]"
Lil Jessie,"Black Mirror: Season 6: ""Joan Is Awful""",Apple iPhone SE 3rd Gen iPhone,2023-06-18 20:24:49,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":33},{""eventType"":""playing"",""sessionOffsetMs"":2215,""mediaOffsetMs"":33},{""eventType"":""playing"",""sessionOffsetMs"":12682,""mediaOffsetMs"":10500},{""eventType"":""paused"",""sessionOffsetMs"":461386,""mediaOffsetMs"":458917},{""eventType"":""playing"",""sessionOffsetMs"":2486315,""mediaOffsetMs"":2466500},{""eventType"":""paused"",""sessionOffsetMs"":2585906,""mediaOffsetMs"":2566501},{""eventType"":""playing"",""sessionOffsetMs"":2589983,""mediaOffsetMs"":2566501},{""eventType"":""paused"",""sessionOffsetMs"":2734200,""mediaOffsetMs"":2710500},{""eventType"":""playing"",""sessionOffsetMs"":2911884,""mediaOffsetMs"":2710500},{""eventType"":""playing"",""sessionOffsetMs"":2929389,""mediaOffsetMs"":2728005},{""eventType"":""playing"",""sessionOffsetMs"":2934885,""mediaOffsetMs"":2733501},{""eventType"":""paused"",""sessionOffsetMs"":3068309,""mediaOffsetMs"":2866003},{""eventType"":""stopped"",""sessionOffsetMs"":3826289,""mediaOffsetMs"":3319000}]"
Lil Jessie,Black Mirror: Season 1_hook_primary_16x9,Apple iPhone SE 3rd Gen iPhone,2023-06-18 20:24:37,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1799,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":10558,""mediaOffsetMs"":8501}]"
Lil Jessie,Black Mirror: Bandersnatch (Trailer),Apple iPhone SE 3rd Gen iPhone,2023-06-18 20:23:17,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3150,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":4150,""mediaOffsetMs"":1000},{""eventType"":""stopped"",""sessionOffsetMs"":13570,""mediaOffsetMs"":10000}]"
Lil Jessie,"How to Get Rich: Season 1: ""Destination Rich Life""",Apple iPhone SE 3rd Gen iPhone,2023-06-16 19:23:10,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":5922},{""eventType"":""playing"",""sessionOffsetMs"":168,""mediaOffsetMs"":5922},{""eventType"":""playing"",""sessionOffsetMs"":746,""mediaOffsetMs"":6500},{""eventType"":""playing"",""sessionOffsetMs"":58247,""mediaOffsetMs"":64001},{""eventType"":""playing"",""sessionOffsetMs"":460959,""mediaOffsetMs"":466713},{""eventType"":""playing"",""sessionOffsetMs"":701746,""mediaOffsetMs"":707500},{""eventType"":""paused"",""sessionOffsetMs"":1233909,""mediaOffsetMs"":1239000},{""eventType"":""reposition"",""sessionOffsetMs"":1233909,""mediaOffsetMs"":1249000},{""eventType"":""playing"",""sessionOffsetMs"":1234197,""mediaOffsetMs"":1249000},{""eventType"":""paused"",""sessionOffsetMs"":1234516,""mediaOffsetMs"":1249000},{""eventType"":""reposition"",""sessionOffsetMs"":1234516,""mediaOffsetMs"":1259000},{""eventType"":""playing"",""sessionOffsetMs"":1234794,""mediaOffsetMs"":1259000},{""eventType"":""paused"",""sessionOffsetMs"":1234798,""mediaOffsetMs"":1259000},{""eventType"":""reposition"",""sessionOffsetMs"":1234798,""mediaOffsetMs"":1269000},{""eventType"":""playing"",""sessionOffsetMs"":1234981,""mediaOffsetMs"":1269000},{""eventType"":""paused"",""sessionOffsetMs"":1234981,""mediaOffsetMs"":1259000},{""eventType"":""reposition"",""sessionOffsetMs"":1234981,""mediaOffsetMs"":1269005},{""eventType"":""playing"",""sessionOffsetMs"":1235132,""mediaOffsetMs"":1269005},{""eventType"":""paused"",""sessionOffsetMs"":1235132,""mediaOffsetMs"":1268000},{""eventType"":""reposition"",""sessionOffsetMs"":1235132,""mediaOffsetMs"":1279005},{""eventType"":""playing"",""sessionOffsetMs"":1235417,""mediaOffsetMs"":1279005},{""eventType"":""paused"",""sessionOffsetMs"":1235532,""mediaOffsetMs"":1279000},{""eventType"":""reposition"",""sessionOffsetMs"":1235532,""mediaOffsetMs"":1289005},{""eventType"":""playing"",""sessionOffsetMs"":1235719,""mediaOffsetMs"":1289005},{""eventType"":""paused"",""sessionOffsetMs"":1235719,""mediaOffsetMs"":1289000},{""eventType"":""reposition"",""sessionOffsetMs"":1235719,""mediaOffsetMs"":1299005},{""eventType"":""playing"",""sessionOffsetMs"":1235931,""mediaOffsetMs"":1299005},{""eventType"":""paused"",""sessionOffsetMs"":1235931,""mediaOffsetMs"":1289000},{""eventType"":""reposition"",""sessionOffsetMs"":1235931,""mediaOffsetMs"":1309005},{""eventType"":""playing"",""sessionOffsetMs"":1236232,""mediaOffsetMs"":1309005},{""eventType"":""paused"",""sessionOffsetMs"":1491997,""mediaOffsetMs"":1522000},{""eventType"":""stopped"",""sessionOffsetMs"":2420335,""mediaOffsetMs"":2153501}]"
Lil Jessie,"How to Get Rich: Season 1: ""Bills & Wedding Bells""",Apple iPhone SE 3rd Gen iPhone,2023-06-16 19:06:33,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":952104},{""eventType"":""playing"",""sessionOffsetMs"":497,""mediaOffsetMs"":952104},{""eventType"":""playing"",""sessionOffsetMs"":1394,""mediaOffsetMs"":953001},{""eventType"":""playing"",""sessionOffsetMs"":528621,""mediaOffsetMs"":1480228},{""eventType"":""playing"",""sessionOffsetMs"":678393,""mediaOffsetMs"":1630000},{""eventType"":""playing"",""sessionOffsetMs"":682394,""mediaOffsetMs"":1634001},{""eventType"":""stopped"",""sessionOffsetMs"":997254,""mediaOffsetMs"":1764001}]"
Lil Jessie,"All American: Season 1: ""All Eyez on Me""",Apple iPhone SE 3rd Gen iPhone,2023-06-15 18:32:52,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":3623,""mediaOffsetMs"":0}]"
Lil Jessie,"All American: Season 1: ""m.A.A.d. City""",Apple iPhone SE 3rd Gen iPhone,2023-06-15 17:56:06,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":402033},{""eventType"":""playing"",""sessionOffsetMs"":1787,""mediaOffsetMs"":402033},{""eventType"":""playing"",""sessionOffsetMs"":11629,""mediaOffsetMs"":406547},{""eventType"":""playing"",""sessionOffsetMs"":873586,""mediaOffsetMs"":1268504},{""eventType"":""playing"",""sessionOffsetMs"":877584,""mediaOffsetMs"":1272502},{""eventType"":""playing"",""sessionOffsetMs"":885583,""mediaOffsetMs"":1280501},{""eventType"":""playing"",""sessionOffsetMs"":1053084,""mediaOffsetMs"":1448002},{""eventType"":""playing"",""sessionOffsetMs"":1079585,""mediaOffsetMs"":1474503},{""eventType"":""playing"",""sessionOffsetMs"":1374587,""mediaOffsetMs"":1769505},{""eventType"":""playing"",""sessionOffsetMs"":1448086,""mediaOffsetMs"":1843004},{""eventType"":""playing"",""sessionOffsetMs"":1452087,""mediaOffsetMs"":1847005},{""eventType"":""paused"",""sessionOffsetMs"":1470658,""mediaOffsetMs"":1865673},{""eventType"":""stopped"",""sessionOffsetMs"":2160807,""mediaOffsetMs"":2541502}]"
Lil Jessie,"How to Get Rich: Season 1: ""Bills & Wedding Bells""",Apple iPhone SE 3rd Gen iPhone,2023-06-15 17:55:27,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":923033},{""eventType"":""playing"",""sessionOffsetMs"":2740,""mediaOffsetMs"":923033},{""eventType"":""playing"",""sessionOffsetMs"":7707,""mediaOffsetMs"":928000},{""eventType"":""playing"",""sessionOffsetMs"":20708,""mediaOffsetMs"":941001},{""eventType"":""stopped"",""sessionOffsetMs"":31813,""mediaOffsetMs"":952001}]"
Lil Jessie,Season 1 Bonus Video 2: Tribes of Europa,FireTV 4K Stick 2018,2023-06-15 03:46:49,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1682,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":7983,""mediaOffsetMs"":3306},{""eventType"":""stopped"",""sessionOffsetMs"":9473,""mediaOffsetMs"":4390}]"
Lil Jessie,Osmosis: Season 1 (Trailer),FireTV 4K Stick 2018,2023-06-15 03:46:28,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1647,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":21175,""mediaOffsetMs"":19327},{""eventType"":""stopped"",""sessionOffsetMs"":22841,""mediaOffsetMs"":19327}]"
Lil Jessie,Season 5 Trailer: Van Helsing,FireTV 4K Stick 2018,2023-06-15 03:46:24,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1803,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3730,""mediaOffsetMs"":1743},{""eventType"":""stopped"",""sessionOffsetMs"":5270,""mediaOffsetMs"":1743}]"
Lil Jessie,Nightflyers: Season 1_hook_primary_16x9,FireTV 4K Stick 2018,2023-06-15 03:46:23,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1362,""mediaOffsetMs"":0}]"
Lil Jessie,The I-Land: Limited Series (Trailer),FireTV 4K Stick 2018,2023-06-15 03:46:22,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1274,""mediaOffsetMs"":0}]"
Lil Jessie,Into the Night: Season 1 - Upper Bound Clip 11,FireTV 4K Stick 2018,2023-06-15 03:46:20,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1592,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":1913,""mediaOffsetMs"":307},{""eventType"":""stopped"",""sessionOffsetMs"":3543,""mediaOffsetMs"":307}]"
Lil Jessie,V Wars: Season 1_VAR2-CLIP_CHARACTER,FireTV 4K Stick 2018,2023-06-15 03:45:40,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1449,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":40691,""mediaOffsetMs"":38837},{""eventType"":""stopped"",""sessionOffsetMs"":41281,""mediaOffsetMs"":38837}]"
Lil Jessie,Into the Night: Season 1 - Upper Bound Clip 11,FireTV 4K Stick 2018,2023-06-15 03:45:39,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1701,""mediaOffsetMs"":0}]"
Lil Jessie,V Wars: Season 1_VAR2-CLIP_CHARACTER,FireTV 4K Stick 2018,2023-06-15 03:45:34,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1807,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":4555,""mediaOffsetMs"":2531},{""eventType"":""stopped"",""sessionOffsetMs"":6212,""mediaOffsetMs"":2531}]"
Lil Jessie,Into the Night: Season 1 - Upper Bound Clip 11,FireTV 4K Stick 2018,2023-06-15 03:45:33,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1057,""mediaOffsetMs"":0}]"
Lil Jessie,The I-Land: Limited Series (Trailer),FireTV 4K Stick 2018,2023-06-15 03:45:33,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1251,""mediaOffsetMs"":0}]"
Lil Jessie,Into the Night: Season 1 - Upper Bound Clip 11,FireTV 4K Stick 2018,2023-06-15 03:45:30,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1532,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3270,""mediaOffsetMs"":1542},{""eventType"":""stopped"",""sessionOffsetMs"":4881,""mediaOffsetMs"":1542}]"
Lil Jessie,The I-Land: Limited Series (Trailer),FireTV 4K Stick 2018,2023-06-15 03:45:26,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1733,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3975,""mediaOffsetMs"":2037},{""eventType"":""stopped"",""sessionOffsetMs"":5624,""mediaOffsetMs"":2037}]"
Lil Jessie,Into the Night: Season 1 - Upper Bound Clip 11,FireTV 4K Stick 2018,2023-06-15 03:45:23,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1577,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2948,""mediaOffsetMs"":1314},{""eventType"":""stopped"",""sessionOffsetMs"":4626,""mediaOffsetMs"":1314}]"
Lil Jessie,The I-Land: Limited Series (Trailer),FireTV 4K Stick 2018,2023-06-15 03:45:11,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1864,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":12105,""mediaOffsetMs"":10046},{""eventType"":""stopped"",""sessionOffsetMs"":13742,""mediaOffsetMs"":10046}]"
Lil Jessie,Into the Night: Season 1 - Upper Bound Clip 11,FireTV 4K Stick 2018,2023-06-15 03:45:04,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1708,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":6893,""mediaOffsetMs"":5079},{""eventType"":""stopped"",""sessionOffsetMs"":8652,""mediaOffsetMs"":5079}]"
Lil Jessie,V Wars: Season 1_VAR2-CLIP_CHARACTER,FireTV 4K Stick 2018,2023-06-15 03:44:49,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1699,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":15164,""mediaOffsetMs"":13334},{""eventType"":""stopped"",""sessionOffsetMs"":16850,""mediaOffsetMs"":13334}]"
Lil Jessie,V Wars: Season 1_VAR2-CLIP_CHARACTER,FireTV 4K Stick 2018,2023-06-15 03:44:37,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1791,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":11474,""mediaOffsetMs"":9614},{""eventType"":""stopped"",""sessionOffsetMs"":13729,""mediaOffsetMs"":9614}]"
Lil Jessie,The Dark Crystal: Age of Resistance: Season 1 (Teaser),FireTV 4K Stick 2018,2023-06-15 03:44:23,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1719,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":14024,""mediaOffsetMs"":12029},{""eventType"":""stopped"",""sessionOffsetMs"":15754,""mediaOffsetMs"":12029}]"
Lil Jessie,The OA: Part II (Trailer),FireTV 4K Stick 2018,2023-06-15 03:44:18,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1917,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":4501,""mediaOffsetMs"":2293},{""eventType"":""stopped"",""sessionOffsetMs"":6293,""mediaOffsetMs"":2293}]"
Lil Jessie,Altered Carbon: Season 1_VAR2-CLIP_PLOT,FireTV 4K Stick 2018,2023-06-15 03:44:13,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1735,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":4770,""mediaOffsetMs"":2777},{""eventType"":""stopped"",""sessionOffsetMs"":6514,""mediaOffsetMs"":2777}]"
Lil Jessie,The Mysterious,FireTV 4K Stick 2018,2023-06-15 03:44:11,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1903,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2271,""mediaOffsetMs"":327},{""eventType"":""stopped"",""sessionOffsetMs"":4016,""mediaOffsetMs"":327}]"
Lil Jessie,"The Order: Season 1 Trailer 3 ""Wizards vs Werewolves""",FireTV 4K Stick 2018,2023-06-15 03:44:06,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1614,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":5436,""mediaOffsetMs"":3591},{""eventType"":""stopped"",""sessionOffsetMs"":7274,""mediaOffsetMs"":3591}]"
Lil Jessie,Season 1 Trailer: Arcane,FireTV 4K Stick 2018,2023-06-15 03:44:03,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1815,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3367,""mediaOffsetMs"":1362},{""eventType"":""stopped"",""sessionOffsetMs"":4909,""mediaOffsetMs"":1362}]"
Lil Jessie,Season 2 Main Character Intro Clip: Warrior Nun,FireTV 4K Stick 2018,2023-06-15 03:43:59,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1768,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3751,""mediaOffsetMs"":1839},{""eventType"":""stopped"",""sessionOffsetMs"":5416,""mediaOffsetMs"":1839}]"
Lil Jessie,Season 1 Bonus Video: Away,FireTV 4K Stick 2018,2023-06-15 03:43:55,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1883,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":4378,""mediaOffsetMs"":2317},{""eventType"":""stopped"",""sessionOffsetMs"":6084,""mediaOffsetMs"":2317}]"
Lil Jessie,Season 1 Trailer: The Bastard Son & The Devil Himself,FireTV 4K Stick 2018,2023-06-15 03:43:53,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2486,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2707,""mediaOffsetMs"":368},{""eventType"":""stopped"",""sessionOffsetMs"":4446,""mediaOffsetMs"":368}]"
Lil Jessie,Season 1 Trailer: I Am Not Okay With This,FireTV 4K Stick 2018,2023-06-15 03:41:29,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2190,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":144074,""mediaOffsetMs"":141721},{""eventType"":""stopped"",""sessionOffsetMs"":145257,""mediaOffsetMs"":141721}]"
Lil Jessie,Maniac: Limited Series (Trailer),FireTV 4K Stick 2018,2023-06-15 03:40:18,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":917},{""eventType"":""playing"",""sessionOffsetMs"":2054,""mediaOffsetMs"":917},{""eventType"":""paused"",""sessionOffsetMs"":70829,""mediaOffsetMs"":69424},{""eventType"":""stopped"",""sessionOffsetMs"":71803,""mediaOffsetMs"":69424}]"
Lil Jessie,Lost in Space: Season 1 Podular: TEXTLESS / Sci-Fi- Drama - Action,FireTV 4K Stick 2018,2023-06-15 03:40:15,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1393,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":1964,""mediaOffsetMs"":556},{""eventType"":""stopped"",""sessionOffsetMs"":3732,""mediaOffsetMs"":556}]"
Lil Jessie,Alice in Borderland: Season 1 - Upper Bound Clip 2,FireTV 4K Stick 2018,2023-06-15 03:39:48,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1624,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":27101,""mediaOffsetMs"":25207},{""eventType"":""stopped"",""sessionOffsetMs"":28630,""mediaOffsetMs"":25207}]"
Lil Jessie,Lost in Space: Season 1 Podular: TEXTLESS / Sci-Fi- Drama - Action,FireTV 4K Stick 2018,2023-06-15 03:39:47,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1252,""mediaOffsetMs"":0}]"
Lil Jessie,Lost in Space: Season 1 Podular: TEXTLESS / Sci-Fi- Drama - Action,FireTV 4K Stick 2018,2023-06-15 03:39:46,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1428,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":1615,""mediaOffsetMs"":32},{""eventType"":""stopped"",""sessionOffsetMs"":3092,""mediaOffsetMs"":32}]"
Lil Jessie,Alice in Borderland: Season 1 - Upper Bound Clip 2,FireTV 4K Stick 2018,2023-06-15 03:39:45,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1478,""mediaOffsetMs"":0}]"
Lil Jessie,Lost in Space: Season 1 Podular: TEXTLESS / Sci-Fi- Drama - Action,FireTV 4K Stick 2018,2023-06-15 03:39:41,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1981,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3753,""mediaOffsetMs"":1503},{""eventType"":""stopped"",""sessionOffsetMs"":5569,""mediaOffsetMs"":1503}]"
Lil Jessie,Alice in Borderland: Season 1 - Upper Bound Clip 2,FireTV 4K Stick 2018,2023-06-15 03:39:34,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2294,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":8062,""mediaOffsetMs"":5442},{""eventType"":""stopped"",""sessionOffsetMs"":9607,""mediaOffsetMs"":5442}]"
Lil Jessie,Travelers: Season 3_hook_primary_16x9,FireTV 4K Stick 2018,2023-06-15 03:39:28,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1720,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":5356,""mediaOffsetMs"":3152},{""eventType"":""stopped"",""sessionOffsetMs"":6869,""mediaOffsetMs"":3152}]"
Lil Jessie,Wu Assassins: Season 1_VAR2-RECIPE-1_AGENCY2,FireTV 4K Stick 2018,2023-06-15 03:39:27,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1495,""mediaOffsetMs"":0}]"
Lil Jessie,Season 1 Inciting Incident Clip: LOCKWOOD & CO,FireTV 4K Stick 2018,2023-06-15 03:39:25,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1617,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2222,""mediaOffsetMs"":551},{""eventType"":""stopped"",""sessionOffsetMs"":4197,""mediaOffsetMs"":551}]"
