Esn,Country,Region Code,Device Description,Ip,Ts
NFCDSF-PH-K7E3T8JAFLJ488QVM3NRPMYTR4JMRP,US,FL,iPhone,2600:8807:9043:a300:e1e5:e2a3:ce:9fe6,2023-05-31 00:05:19
